,ID,date,promotion,match_fixture,meltzer_rating,match_type,rating,votes
1355,38,07.08.2019,New Japan Pro Wrestling,Kota Ibushi vs. Zack Sabre Jr.,****1/2,Singles,8.18,84
1356,40,07.08.2019,New Japan Pro Wrestling,Lance Archer vs. SANADA,***1/2,Singles,6.36,66
1357,42,05.08.2019,Consejo Mundial De Lucha Libre,Dragon Lee   vs. Volador Jr.,****,Best Two Out Of Three Falls, , 
1358,44,05.08.2019,World Wrestling Entertainment,Andrade vs. Rey Mysterio,***3/4,Singles,7.23,39
1359,46,04.08.2019,New Japan Pro Wrestling,Tomohiro Ishii vs. Toru Yano,***3/4,Singles,7.08,105
1360,48,04.08.2019,New Japan Pro Wrestling,Shingo Takagi vs. Tetsuya Naito,*****,Singles,9.59,161
1361,50,03.08.2019,Lucha Libre AAA World Wide,Aero Star vs. Averno vs. Chessman vs. Daga vs. Drago       vs. Eclipse Jr.   vs. Konnan vs. La Parka  vs. Monster Clown vs. Pagano vs. Puma King vs. Rey Escorpion  vs. Super Fly vs. Vampiro,,Copa  Triplemania,6.83,11
1362,52,03.08.2019,New Japan Pro Wrestling,Lance Archer vs. Zack Sabre Jr.,***1/4,Singles,7.07,93
1363,54,03.08.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kota Ibushi,****3/4,Singles,9.05,147
1364,56,03.08.2019,Lucha Libre AAA World Wide,Blue Demon Jr. vs. Dr. Wagner Jr.,***1/4,Mask Vs. Hair,8.72,49
1365,58,03.08.2019,Lucha Libre AAA World Wide,"Fenix   , Laredo Kid & Pentagon Jr. vs. Kenny Omega, Matt Jackson & Nick Jackson",****,Six Man Tag Team,6.77,46
1366,60,03.08.2019,Lucha Libre AAA World Wide,"Cain Velasquez, Cody  & Psycho Clown vs. El Texano Jr., Killer Kross & Taurus     ",***1/4,Six Man Tag Team,6.33,20
1367,62,01.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Shingo Takagi,****1/4,Singles,7.45,93
1368,64,01.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tomohiro Ishii,****1/4,Singles,8.37,101
1369,66,30.07.2019,New Japan Pro Wrestling,EVIL vs. Hiroshi Tanahashi,****3/4,Singles,8.05,100
1370,68,29.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso vs. Karl Anderson & Luke Gallows,***3/4,Triple Threat Tag Team,6.39,22
1371,70,28.07.2019,PROGRESS Wrestling,Shigehiro Irie vs. The OJMO,,Singles, , 
1372,72,28.07.2019,All Japan Pro Wrestling,Kento Miyahara vs. Zeus ,,Singles,9.29,44
1373,74,28.07.2019,Beyond Wrestling,David Starr vs. Joey Janela,,60 Minute Iron Man,7.96,22
1374,76,28.07.2019,Pro Wrestling ZERO1,Towa Iwasaki vs. Yuji Hino,,Singles,6.67,5
1375,78,28.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Tomohiro Ishii,****1/2,Singles,8.94,159
1376,80,28.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Taichi,***3/4,Singles,5.46,34
1377,82,27.07.2019,Pro Wrestling NOAH,Kaito Kiyomiya vs. Katsuhiko Nakajima,,Singles,7.97,29
1378,84,27.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. KENTA,****1/2,Singles,8.29,149
1379,86,27.07.2019,New Japan Pro Wrestling,EVIL vs. Zack Sabre Jr.,***3/4,Singles,7.08,92
1380,88,26.07.2019,Pro Wrestling Guerrilla,Andy Brown vs. Trey Miguel,***1/2,Singles, , 
1381,90,26.07.2019,Pro Wrestling Guerrilla,Darby Allin vs. MJF,****,Singles, , 
1382,92,26.07.2019,Pro Wrestling Guerrilla,Joey Janela vs. Jungle Boy ,***1/4,Singles, , 
1383,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
1384,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
1385,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
1386,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
1387,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
1388,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
1389,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
1390,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
1391,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
1392,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
1393,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
1394,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
1395,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
1396,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
1397,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
1398,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
1399,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
1400,29,10.08.2019,World Wrestling Entertainment,Adam Cole vs. Johnny Gargano,****,Best Two Out Of Three Falls,8.66,168
1401,31,09.08.2019,Ring Of Honor,Bandido   & Mark Haskins vs. Jay Lethal & Jonathan Gresham,,Tag Team,6.77,12
1402,33,08.08.2019,New Japan Pro Wrestling,Jay White vs. Juice Robinson,****,Singles,8.12,92
1403,35,08.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Tetsuya Naito,***3/4,Singles,6.83,52
1404,37,07.08.2019,New Japan Pro Wrestling,KENTA vs. Will Ospreay,****1/2,Singles,8.36,94
1405,39,07.08.2019,New Japan Pro Wrestling,EVIL vs. Kazuchika Okada,****3/4,Singles,8.54,98
1406,41,06.08.2019,World Wrestling Entertainment,Akira Tozawa vs. Ariya Daivari vs. Gentleman Jack Gallagher vs. Kalisto vs. Oney Lorcan vs. Tony Nese,,Six Pack Challenge ,6.44,8
1407,43,05.08.2019,Consejo Mundial De Lucha Libre,Electrico  vs. Virus,****,Singles, , 
1408,45,04.08.2019,Pro Wrestling NOAH,Kotaro Suzuki vs. Naomichi Marufuji,,Singles,7.46,12
1409,47,04.08.2019,New Japan Pro Wrestling,Jay White vs. Jon Moxley,***3/4,Singles,7.42,113
1410,49,03.08.2019,Impact Wrestling,Michael Elgin vs. Rich Swann,,Singles,7.90,9
1411,51,03.08.2019,Westside Xtreme Wrestling,Absolute Andy vs. Alpha Kevin vs. Avalanche       vs. Chris Brookes vs. David Starr vs. El Lindaman vs. Emil Sitoci vs. Francis Kaspin vs. Ilja Dragunov vs. Ivan Kiev vs. Jay Skillet vs. Julian Pace vs. Jurn Simmons vs. Kyle Fletcher vs. Leon van Gasteren vs. Levaniel vs. Maggot vs. Marius Al-Ani vs. Mark Davis vs. Mike Schwarz vs. Norman Harras vs. Oliver Carter vs. Prince Ahura vs. Sha Samuels vs. Shigehiro Irie vs. T-Hawk vs. The Rotation vs. Timothy Thatcher vs. Vinny Vortex vs. WALTER,,30 Man Shortcut To The Top,6.50,5
1412,53,03.08.2019,New Japan Pro Wrestling,EVIL vs. Will Ospreay,****1/2,Singles,8.60,132
1413,55,03.08.2019,New Japan Pro Wrestling,Kazuchika Okada vs. SANADA,*****,Singles,9.25,174
1414,57,03.08.2019,Lucha Libre AAA World Wide,"Carta Brava Jr. , Mocho Cota Jr. & Tito Santana  vs. El Hijo del Vikingo, Golden Magic & Myzteziz Jr. vs. Mamba, Maximo & Pimpinela Escarlata",***3/4,Three Way Nine Man Tag Team,7.23,21
1415,59,03.08.2019,Lucha Libre AAA World Wide,"Aramis , Arez & Toxin  vs. Arkangel Divino, Astrolux & Dragon Bane",***3/4,Six Man Tag Team,8.10,20
1416,61,02.08.2019,Scenic City Invitational,Daniel Makabe vs. Tony Deppen,,Singles,7.60,9
1417,63,01.08.2019,New Japan Pro Wrestling,Juice Robinson vs. Tetsuya Naito,***1/2,Singles,6.92,85
1418,65,30.07.2019,New Japan Pro Wrestling,Will Ospreay vs. Zack Sabre Jr.,****1/2,Singles,8.59,136
1419,67,30.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Lance Archer,***3/4,Singles,7.03,103
1420,69,28.07.2019,PROGRESS Wrestling,James Drake  & Zack Gibson vs. Kyle Fletcher & Mark Davis,,Tag Team, , 
1421,71,28.07.2019,Pro Wrestling ZERO1,Jushin Thunder Liger & The Great Sasuke vs. Shinjiro Otani & Tatsuhito Takaiwa,,Tag Team, , 
1422,73,28.07.2019,Beyond Wrestling,Chris Dickinson vs. Daisuke Sekimoto,,Singles,8.18,27
1423,75,28.07.2019,Pro Wrestling ZERO1,ASUKA vs. Kohei Sato,,Singles,7.00,7
1424,77,28.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tetsuya Naito,****1/4,Singles,7.94,139
1425,79,28.07.2019,New Japan Pro Wrestling,Jay White vs. Shingo Takagi,****1/2,Singles,7.82,109
1426,81,27.07.2019,All Japan Pro Wrestling,Jake Lee & Naoya Nomura vs. Shuji Ishikawa & Suwama,,Tag Team,7.58,11
1427,83,27.07.2019,Pro Wrestling NOAH,Go Shiozaki vs. Hideki Suzuki,,Singles,7.54,12
1428,85,27.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Lance Archer,****,Singles,7.54,112
1429,87,27.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. SANADA,****,Singles,6.77,93
1430,89,26.07.2019,Pro Wrestling Guerrilla,Chuck Taylor & Trent vs. Evil Uno & Stu Grayson,***3/4,Tag Team, , 
1431,91,26.07.2019,Pro Wrestling Guerrilla,"Black Taurus, Laredo Kid & Puma King vs. Bandido  , Flamita & Rey Horus",*****,Six Man Tag Team, , 
1432,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
1433,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
1434,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
1435,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
1436,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
1437,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
1438,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
1439,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
1440,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
1441,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
1442,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
1443,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
1444,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
1445,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
1446,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
1447,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
1448,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
1449,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
1450,30,09.08.2019,House Of Glory,Isiah Kassidy & Marq Quen vs. Matt Jackson & Nick Jackson,,Tag Team, , 
1451,32,09.08.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,****,Ladder War,8.29,23
1452,34,08.08.2019,New Japan Pro Wrestling,Shingo Takagi vs. Tomohiro Ishii,*****1/2,Singles,9.62,144
1453,36,08.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Jon Moxley,***1/2,Singles,6.22,53
1454,38,07.08.2019,New Japan Pro Wrestling,Kota Ibushi vs. Zack Sabre Jr.,****1/2,Singles,8.18,84
1455,40,07.08.2019,New Japan Pro Wrestling,Lance Archer vs. SANADA,***1/2,Singles,6.36,66
1456,42,05.08.2019,Consejo Mundial De Lucha Libre,Dragon Lee   vs. Volador Jr.,****,Best Two Out Of Three Falls, , 
1457,44,05.08.2019,World Wrestling Entertainment,Andrade vs. Rey Mysterio,***3/4,Singles,7.23,39
1458,46,04.08.2019,New Japan Pro Wrestling,Tomohiro Ishii vs. Toru Yano,***3/4,Singles,7.08,105
1459,48,04.08.2019,New Japan Pro Wrestling,Shingo Takagi vs. Tetsuya Naito,*****,Singles,9.59,161
1460,50,03.08.2019,Lucha Libre AAA World Wide,Aero Star vs. Averno vs. Chessman vs. Daga vs. Drago       vs. Eclipse Jr.   vs. Konnan vs. La Parka  vs. Monster Clown vs. Pagano vs. Puma King vs. Rey Escorpion  vs. Super Fly vs. Vampiro,,Copa  Triplemania,6.83,11
1461,52,03.08.2019,New Japan Pro Wrestling,Lance Archer vs. Zack Sabre Jr.,***1/4,Singles,7.07,93
1462,54,03.08.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kota Ibushi,****3/4,Singles,9.05,147
1463,56,03.08.2019,Lucha Libre AAA World Wide,Blue Demon Jr. vs. Dr. Wagner Jr.,***1/4,Mask Vs. Hair,8.72,49
1464,58,03.08.2019,Lucha Libre AAA World Wide,"Fenix   , Laredo Kid & Pentagon Jr. vs. Kenny Omega, Matt Jackson & Nick Jackson",****,Six Man Tag Team,6.77,46
1465,60,03.08.2019,Lucha Libre AAA World Wide,"Cain Velasquez, Cody  & Psycho Clown vs. El Texano Jr., Killer Kross & Taurus     ",***1/4,Six Man Tag Team,6.33,20
1466,62,01.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Shingo Takagi,****1/4,Singles,7.45,93
1467,64,01.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tomohiro Ishii,****1/4,Singles,8.37,101
1468,66,30.07.2019,New Japan Pro Wrestling,EVIL vs. Hiroshi Tanahashi,****3/4,Singles,8.05,100
1469,68,29.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso vs. Karl Anderson & Luke Gallows,***3/4,Triple Threat Tag Team,6.39,22
1470,70,28.07.2019,PROGRESS Wrestling,Shigehiro Irie vs. The OJMO,,Singles, , 
1471,72,28.07.2019,All Japan Pro Wrestling,Kento Miyahara vs. Zeus ,,Singles,9.29,44
1472,74,28.07.2019,Beyond Wrestling,David Starr vs. Joey Janela,,60 Minute Iron Man,7.96,22
1473,76,28.07.2019,Pro Wrestling ZERO1,Towa Iwasaki vs. Yuji Hino,,Singles,6.67,5
1474,78,28.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Tomohiro Ishii,****1/2,Singles,8.94,159
1475,80,28.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Taichi,***3/4,Singles,5.46,34
1476,82,27.07.2019,Pro Wrestling NOAH,Kaito Kiyomiya vs. Katsuhiko Nakajima,,Singles,7.97,29
1477,84,27.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. KENTA,****1/2,Singles,8.29,149
1478,86,27.07.2019,New Japan Pro Wrestling,EVIL vs. Zack Sabre Jr.,***3/4,Singles,7.08,92
1479,88,26.07.2019,Pro Wrestling Guerrilla,Andy Brown vs. Trey Miguel,***1/2,Singles, , 
1480,90,26.07.2019,Pro Wrestling Guerrilla,Darby Allin vs. MJF,****,Singles, , 
1481,92,26.07.2019,Pro Wrestling Guerrilla,Joey Janela vs. Jungle Boy ,***1/4,Singles, , 
1482,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
1483,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
1484,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
1485,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
1486,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
1487,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
1488,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
1489,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
1490,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
1491,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
1492,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
1493,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
1494,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
1495,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
1496,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
1497,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
1498,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
1499,128,17.07.2019,All Japan Pro Wrestling,Kento Miyahara & Yuma Aoyagi vs. Dylan James & Zeus ,****,Tag Team, , 
1500,31,09.08.2019,Ring Of Honor,Bandido   & Mark Haskins vs. Jay Lethal & Jonathan Gresham,,Tag Team,6.77,12
1501,33,08.08.2019,New Japan Pro Wrestling,Jay White vs. Juice Robinson,****,Singles,8.12,92
1502,35,08.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Tetsuya Naito,***3/4,Singles,6.83,52
1503,37,07.08.2019,New Japan Pro Wrestling,KENTA vs. Will Ospreay,****1/2,Singles,8.36,94
1504,39,07.08.2019,New Japan Pro Wrestling,EVIL vs. Kazuchika Okada,****3/4,Singles,8.54,98
1505,41,06.08.2019,World Wrestling Entertainment,Akira Tozawa vs. Ariya Daivari vs. Gentleman Jack Gallagher vs. Kalisto vs. Oney Lorcan vs. Tony Nese,,Six Pack Challenge ,6.44,8
1506,43,05.08.2019,Consejo Mundial De Lucha Libre,Electrico  vs. Virus,****,Singles, , 
1507,45,04.08.2019,Pro Wrestling NOAH,Kotaro Suzuki vs. Naomichi Marufuji,,Singles,7.46,12
1508,47,04.08.2019,New Japan Pro Wrestling,Jay White vs. Jon Moxley,***3/4,Singles,7.42,113
1509,49,03.08.2019,Impact Wrestling,Michael Elgin vs. Rich Swann,,Singles,7.90,9
1510,51,03.08.2019,Westside Xtreme Wrestling,Absolute Andy vs. Alpha Kevin vs. Avalanche       vs. Chris Brookes vs. David Starr vs. El Lindaman vs. Emil Sitoci vs. Francis Kaspin vs. Ilja Dragunov vs. Ivan Kiev vs. Jay Skillet vs. Julian Pace vs. Jurn Simmons vs. Kyle Fletcher vs. Leon van Gasteren vs. Levaniel vs. Maggot vs. Marius Al-Ani vs. Mark Davis vs. Mike Schwarz vs. Norman Harras vs. Oliver Carter vs. Prince Ahura vs. Sha Samuels vs. Shigehiro Irie vs. T-Hawk vs. The Rotation vs. Timothy Thatcher vs. Vinny Vortex vs. WALTER,,30 Man Shortcut To The Top,6.50,5
1511,53,03.08.2019,New Japan Pro Wrestling,EVIL vs. Will Ospreay,****1/2,Singles,8.60,132
1512,55,03.08.2019,New Japan Pro Wrestling,Kazuchika Okada vs. SANADA,*****,Singles,9.25,174
1513,57,03.08.2019,Lucha Libre AAA World Wide,"Carta Brava Jr. , Mocho Cota Jr. & Tito Santana  vs. El Hijo del Vikingo, Golden Magic & Myzteziz Jr. vs. Mamba, Maximo & Pimpinela Escarlata",***3/4,Three Way Nine Man Tag Team,7.23,21
1514,59,03.08.2019,Lucha Libre AAA World Wide,"Aramis , Arez & Toxin  vs. Arkangel Divino, Astrolux & Dragon Bane",***3/4,Six Man Tag Team,8.10,20
1515,61,02.08.2019,Scenic City Invitational,Daniel Makabe vs. Tony Deppen,,Singles,7.60,9
1516,63,01.08.2019,New Japan Pro Wrestling,Juice Robinson vs. Tetsuya Naito,***1/2,Singles,6.92,85
1517,65,30.07.2019,New Japan Pro Wrestling,Will Ospreay vs. Zack Sabre Jr.,****1/2,Singles,8.59,136
1518,67,30.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Lance Archer,***3/4,Singles,7.03,103
1519,69,28.07.2019,PROGRESS Wrestling,James Drake  & Zack Gibson vs. Kyle Fletcher & Mark Davis,,Tag Team, , 
1520,71,28.07.2019,Pro Wrestling ZERO1,Jushin Thunder Liger & The Great Sasuke vs. Shinjiro Otani & Tatsuhito Takaiwa,,Tag Team, , 
1521,73,28.07.2019,Beyond Wrestling,Chris Dickinson vs. Daisuke Sekimoto,,Singles,8.18,27
1522,75,28.07.2019,Pro Wrestling ZERO1,ASUKA vs. Kohei Sato,,Singles,7.00,7
1523,77,28.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tetsuya Naito,****1/4,Singles,7.94,139
1524,79,28.07.2019,New Japan Pro Wrestling,Jay White vs. Shingo Takagi,****1/2,Singles,7.82,109
1525,81,27.07.2019,All Japan Pro Wrestling,Jake Lee & Naoya Nomura vs. Shuji Ishikawa & Suwama,,Tag Team,7.58,11
1526,83,27.07.2019,Pro Wrestling NOAH,Go Shiozaki vs. Hideki Suzuki,,Singles,7.54,12
1527,85,27.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Lance Archer,****,Singles,7.54,112
1528,87,27.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. SANADA,****,Singles,6.77,93
1529,89,26.07.2019,Pro Wrestling Guerrilla,Chuck Taylor & Trent vs. Evil Uno & Stu Grayson,***3/4,Tag Team, , 
1530,91,26.07.2019,Pro Wrestling Guerrilla,"Black Taurus, Laredo Kid & Puma King vs. Bandido  , Flamita & Rey Horus",*****,Six Man Tag Team, , 
1531,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
1532,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
1533,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
1534,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
1535,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
1536,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
1537,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
1538,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
1539,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
1540,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
1541,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
1542,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
1543,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
1544,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
1545,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
1546,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
1547,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
1548,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
1549,129,17.07.2019,All Japan Pro Wrestling,Atsushi Maruyama & Black Menso-re vs. Kagetora & Yosuke Santa Maria,***1/2,Tag Team, , 
1550,32,09.08.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,****,Ladder War,8.29,23
1551,34,08.08.2019,New Japan Pro Wrestling,Shingo Takagi vs. Tomohiro Ishii,*****1/2,Singles,9.62,144
1552,36,08.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Jon Moxley,***1/2,Singles,6.22,53
1553,38,07.08.2019,New Japan Pro Wrestling,Kota Ibushi vs. Zack Sabre Jr.,****1/2,Singles,8.18,84
1554,40,07.08.2019,New Japan Pro Wrestling,Lance Archer vs. SANADA,***1/2,Singles,6.36,66
1555,42,05.08.2019,Consejo Mundial De Lucha Libre,Dragon Lee   vs. Volador Jr.,****,Best Two Out Of Three Falls, , 
1556,44,05.08.2019,World Wrestling Entertainment,Andrade vs. Rey Mysterio,***3/4,Singles,7.23,39
1557,46,04.08.2019,New Japan Pro Wrestling,Tomohiro Ishii vs. Toru Yano,***3/4,Singles,7.08,105
1558,48,04.08.2019,New Japan Pro Wrestling,Shingo Takagi vs. Tetsuya Naito,*****,Singles,9.59,161
1559,50,03.08.2019,Lucha Libre AAA World Wide,Aero Star vs. Averno vs. Chessman vs. Daga vs. Drago       vs. Eclipse Jr.   vs. Konnan vs. La Parka  vs. Monster Clown vs. Pagano vs. Puma King vs. Rey Escorpion  vs. Super Fly vs. Vampiro,,Copa  Triplemania,6.83,11
1560,52,03.08.2019,New Japan Pro Wrestling,Lance Archer vs. Zack Sabre Jr.,***1/4,Singles,7.07,93
1561,54,03.08.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kota Ibushi,****3/4,Singles,9.05,147
