,ID,date,promotion,match_fixture,meltzer_rating,match_type,rating,votes
4475,140,14.07.2019,New Japan Pro Wrestling,SANADA vs. Will Ospreay,****3/4,Singles,8.04,147
4476,142,14.07.2019,New Japan Pro Wrestling,EVIL vs. Kota Ibushi,****3/4,Singles,7.79,127
4477,144,14.07.2019,New Japan Pro Wrestling,Bad Luck Fale vs. Lance Archer,***,Singles,5.60,111
4478,146,14.07.2019,World Wrestling Entertainment,Aleister Black vs. Cesaro,***3/4,Singles,7.71,107
4479,148,14.07.2019,World Wrestling Entertainment,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,****,No Holds Barred,6.68,56
4480,150,14.07.2019,World Wrestling Entertainment,Bobby Lashley vs. Braun Strowman,***3/4,Last Man Standing,6.77,46
4481,152,13.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Tomohiro Ishii,****1/2,Singles,8.33,176
4482,154,13.07.2019,All Elite Wrestling,CIMA vs. Kenny Omega,****1/2,Singles,8.39,156
4483,156,13.07.2019,All Elite Wrestling,Cody  & Dustin Rhodes vs. Matt Jackson & Nick Jackson,****,Tag Team,6.37,113
4484,158,13.07.2019,All Elite Wrestling,Frankie Kazarian & Scorpio Sky vs. Pentagon Jr. & Rey Fenix  ,***3/4,Tag Team,7.20,101
4485,160,13.07.2019,EVOLVE Wrestling,Drew Gulak vs. Matt Riddle,****1/4,Singles,8.22,35
4486,162,13.07.2019,New Japan Pro Wrestling,"Clark Connors, KENTA & Karl Fredericks vs. Hiroshi Tanahashi, Ren Narita & Shota Umino",***1/2,Six Man Tag Team,6.69,15
4487,164,07.07.2019,PROGRESS Wrestling,Paul Robinson vs. Trent Seven,,Singles, , 
4488,166,07.07.2019,PROGRESS Wrestling,Ilja Dragunov vs. WALTER,,Singles,7.86,13
4489,168,07.07.2019,Impact Wrestling,Eddie Edwards vs. Killer Kross,,First Blood,6.11,44
4490,170,07.07.2019,Impact Wrestling,Johnny Impact vs. Rich Swann,****,Singles,7.57,55
4491,172,07.07.2019,Impact Wrestling,Sami Callihan vs. Tessa Blanchard,****1/4,Singles,8.43,79
4492,174,06.07.2019,Major League Wrestling,Brian Pillman Jr. & Teddy Hart vs. MJF & Richard Holliday,,Ladder,6.83,5
4493,176,06.07.2019,New Japan Pro Wrestling,SANADA vs. Zack Sabre Jr.,****1/4,Singles,8.15,183
4494,178,06.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kazuchika Okada,****1/2,Singles,8.72,208
4495,180,30.06.2019,All Japan Pro Wrestling,Odinson & Parrow vs. Shuji Ishikawa & Suwama,,Tag Team,8.24,32
4496,182,30.06.2019,PROGRESS Wrestling,David Starr & The OJMO vs. Shigehiro Irie & WALTER,,Tag Team,7.50,9
4497,184,29.06.2019,Ring Of Honor,Dragon Lee   & Rush    vs. Jay Briscoe & Mark Briscoe,,Tag Team, , 
4498,186,29.06.2019,All Elite Wrestling,Joey Janela vs. Jon Moxley,****1/4,Unsanctioned,8.27,192
4499,188,29.06.2019,All Elite Wrestling,Nyla Rose vs. Riho vs. Yuka Sakazaki,***1/2,Triple Threat,7.19,147
4500,91,26.07.2019,Pro Wrestling Guerrilla,"Black Taurus, Laredo Kid & Puma King vs. Bandido  , Flamita & Rey Horus",*****,Six Man Tag Team, , 
4501,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
4502,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
4503,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
4504,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
4505,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
4506,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
4507,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
4508,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
4509,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
4510,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
4511,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
4512,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
4513,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
4514,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
4515,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
4516,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
4517,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
4518,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
4519,129,17.07.2019,All Japan Pro Wrestling,Atsushi Maruyama & Black Menso-re vs. Kagetora & Yosuke Santa Maria,***1/2,Tag Team, , 
4520,131,16.07.2019,World Wrestling Entertainment,Chad Gable vs. Gentleman Jack Gallagher,****,Singles,8.22,63
4521,133,15.07.2019,Dramatic Dream Team,Daisuke Sasaki & Soma Takao vs. HARASHIMA & Yasu Urano,,Tag Team,7.72,28
4522,135,15.07.2019,Dramatic Dream Team,Chris Brookes & Masahiro Takanashi vs. MAO & Mike Bailey,,Tag Team,7.13,15
4523,137,15.07.2019,New Japan Pro Wrestling,Jay White vs. Tomohiro Ishii,****1/2,Singles,9.02,169
4524,139,15.07.2019,New Japan Pro Wrestling,Taichi vs. Tetsuya Naito,,Singles,7.23,107
4525,141,14.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Zack Sabre Jr.,****1/2,Singles,7.98,152
4526,143,14.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. KENTA,****1/2,Singles,8.43,171
4527,145,14.07.2019,World Wrestling Entertainment,AJ Styles vs. Ricochet,***3/4,Singles,7.54,96
4528,147,14.07.2019,World Wrestling Entertainment,Big E & Xavier Woods vs. Daniel Bryan & Rowan vs. Otis & Tucker ,****,Triple Threat,7.62,70
4529,149,14.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,***1/2,Tag Team,6.31,47
4530,151,13.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Shingo Takagi,****1/4,Singles,8.08,163
4531,153,13.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Jay White,****1/4,Singles,7.75,150
4532,155,13.07.2019,All Elite Wrestling,"Darby Allin, Jimmy Havoc & Joey Janela vs. Maxwell Jacob Friedman, Sammy Guevara & Shawn Spears",***,Six Man Tag Team,7.21,109
4533,157,13.07.2019,All Elite Wrestling,Angelico & Jack Evans vs. Evil Uno & Stu Grayson vs. Jungle Boy  & Luchasaurus,***1/2,Three Way Tag Team,7.31,100
4534,159,13.07.2019,EVOLVE Wrestling,Adam Cole vs. Akira Tozawa,***1/2,Singles,6.73,32
4535,161,13.07.2019,EVOLVE Wrestling,Austin Theory vs. JD Drake,***1/4,Singles,8.12,25
4536,163,12.07.2019,3-2-1 BATTLE!,Daniel Makabe vs. Timothy Thatcher,,Singles,7.64,10
4537,165,07.07.2019,Tokyo Joshi Pro,Mizuki vs. Yuna Manase,,Singles,7.77,12
4538,167,07.07.2019,Impact Wrestling,Jake Crist vs. TJP vs. Trey  vs. Willie Mack,***,Four Way,6.64,46
4539,169,07.07.2019,Impact Wrestling,Havok     vs. Rosemary vs. Su Yung vs. Taya Valkyrie,***1/4,Monsters Ball Four Way,7.58,52
4540,171,07.07.2019,Impact Wrestling,Brian Cage vs. Michael Elgin,****1/4,Singles,8.50,69
4541,173,06.07.2019,PROGRESS Wrestling,Ilja Dragunov vs. Jordan Devlin,,Singles,8.47,18
4542,175,06.07.2019,New Japan Pro Wrestling,Lance Archer vs. Will Ospreay,****1/2,Singles,8.45,214
4543,177,06.07.2019,New Japan Pro Wrestling,KENTA vs. Kota Ibushi,****1/4,Singles,7.68,207
4544,179,05.07.2019,Riptide Wrestling,Cara Noir vs. PAC,,Singles,8.26,18
4545,181,30.06.2019,All Japan Pro Wrestling,Kento Miyahara vs. Yoshitatsu,,Singles,8.92,37
4546,183,29.06.2019,Ring Of Honor,"Bandido  , Mark Haskins & Tracy Williams vs. Brody King, Marty Scurll & PCO",,Street Fight, , 
4547,185,29.06.2019,EVOLVE Wrestling,Anthony Henry vs. Roderick Strong,,Singles,7.00,8
4548,187,29.06.2019,All Elite Wrestling,"Kenny Omega, Matt Jackson & Nick Jackson vs. Laredo Kid, Pentagon Jr. & Rey Fenix  ",****1/2,Six Man Tag Team,8.15,174
4549,189,29.06.2019,All Elite Wrestling,Cody  vs. Darby Allin,***3/4,Singles,7.38,163
4550,92,26.07.2019,Pro Wrestling Guerrilla,Joey Janela vs. Jungle Boy ,***1/4,Singles, , 
4551,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
4552,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
4553,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
4554,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
4555,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
4556,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
4557,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
4558,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
4559,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
4560,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
4561,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
4562,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
4563,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
4564,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
4565,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
4566,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
4567,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
4568,128,17.07.2019,All Japan Pro Wrestling,Kento Miyahara & Yuma Aoyagi vs. Dylan James & Zeus ,****,Tag Team, , 
4569,130,17.07.2019,All Japan Pro Wrestling,Banana Senga & Tsutomu Oosugi vs. Hikaru Sato & Yusuke Okada,***3/4,Tag Team, , 
4570,132,15.07.2019,Dramatic Dream Team,Akito vs. ASUKA,,IPPON Fluorescent Lighttube Death,8.42,49
4571,134,15.07.2019,Dramatic Dream Team,"Mizuki Watase, Shunma Katsumata & Yuki Ino vs. Naomi Yoshimura, Nobuhiro Shimatani & Yuki Ueno",,Six Man Tag Team,6.43,13
4572,136,15.07.2019,Dramatic Dream Team,Konosuke Takeshita vs. Tetsuya Endo,****1/2,Singles,9.56,81
4573,138,15.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Juice Robinson,***1/4,Singles,6.81,95
4574,140,14.07.2019,New Japan Pro Wrestling,SANADA vs. Will Ospreay,****3/4,Singles,8.04,147
4575,142,14.07.2019,New Japan Pro Wrestling,EVIL vs. Kota Ibushi,****3/4,Singles,7.79,127
4576,144,14.07.2019,New Japan Pro Wrestling,Bad Luck Fale vs. Lance Archer,***,Singles,5.60,111
4577,146,14.07.2019,World Wrestling Entertainment,Aleister Black vs. Cesaro,***3/4,Singles,7.71,107
4578,148,14.07.2019,World Wrestling Entertainment,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,****,No Holds Barred,6.68,56
4579,150,14.07.2019,World Wrestling Entertainment,Bobby Lashley vs. Braun Strowman,***3/4,Last Man Standing,6.77,46
4580,152,13.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Tomohiro Ishii,****1/2,Singles,8.33,176
4581,154,13.07.2019,All Elite Wrestling,CIMA vs. Kenny Omega,****1/2,Singles,8.39,156
4582,156,13.07.2019,All Elite Wrestling,Cody  & Dustin Rhodes vs. Matt Jackson & Nick Jackson,****,Tag Team,6.37,113
4583,158,13.07.2019,All Elite Wrestling,Frankie Kazarian & Scorpio Sky vs. Pentagon Jr. & Rey Fenix  ,***3/4,Tag Team,7.20,101
4584,160,13.07.2019,EVOLVE Wrestling,Drew Gulak vs. Matt Riddle,****1/4,Singles,8.22,35
4585,162,13.07.2019,New Japan Pro Wrestling,"Clark Connors, KENTA & Karl Fredericks vs. Hiroshi Tanahashi, Ren Narita & Shota Umino",***1/2,Six Man Tag Team,6.69,15
4586,164,07.07.2019,PROGRESS Wrestling,Paul Robinson vs. Trent Seven,,Singles, , 
4587,166,07.07.2019,PROGRESS Wrestling,Ilja Dragunov vs. WALTER,,Singles,7.86,13
4588,168,07.07.2019,Impact Wrestling,Eddie Edwards vs. Killer Kross,,First Blood,6.11,44
4589,170,07.07.2019,Impact Wrestling,Johnny Impact vs. Rich Swann,****,Singles,7.57,55
4590,172,07.07.2019,Impact Wrestling,Sami Callihan vs. Tessa Blanchard,****1/4,Singles,8.43,79
4591,174,06.07.2019,Major League Wrestling,Brian Pillman Jr. & Teddy Hart vs. MJF & Richard Holliday,,Ladder,6.83,5
4592,176,06.07.2019,New Japan Pro Wrestling,SANADA vs. Zack Sabre Jr.,****1/4,Singles,8.15,183
4593,178,06.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kazuchika Okada,****1/2,Singles,8.72,208
4594,180,30.06.2019,All Japan Pro Wrestling,Odinson & Parrow vs. Shuji Ishikawa & Suwama,,Tag Team,8.24,32
4595,182,30.06.2019,PROGRESS Wrestling,David Starr & The OJMO vs. Shigehiro Irie & WALTER,,Tag Team,7.50,9
4596,184,29.06.2019,Ring Of Honor,Dragon Lee   & Rush    vs. Jay Briscoe & Mark Briscoe,,Tag Team, , 
4597,186,29.06.2019,All Elite Wrestling,Joey Janela vs. Jon Moxley,****1/4,Unsanctioned,8.27,192
4598,188,29.06.2019,All Elite Wrestling,Nyla Rose vs. Riho vs. Yuka Sakazaki,***1/2,Triple Threat,7.19,147
4599,190,29.06.2019,New Japan Pro Wrestling,Robbie Eagles vs. Will Ospreay,****3/4,Singles,8.84,62
4600,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
4601,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
4602,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
4603,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
4604,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
4605,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
4606,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
4607,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
4608,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
4609,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
4610,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
4611,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
4612,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
4613,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
4614,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
4615,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
4616,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
4617,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
4618,129,17.07.2019,All Japan Pro Wrestling,Atsushi Maruyama & Black Menso-re vs. Kagetora & Yosuke Santa Maria,***1/2,Tag Team, , 
4619,131,16.07.2019,World Wrestling Entertainment,Chad Gable vs. Gentleman Jack Gallagher,****,Singles,8.22,63
4620,133,15.07.2019,Dramatic Dream Team,Daisuke Sasaki & Soma Takao vs. HARASHIMA & Yasu Urano,,Tag Team,7.72,28
4621,135,15.07.2019,Dramatic Dream Team,Chris Brookes & Masahiro Takanashi vs. MAO & Mike Bailey,,Tag Team,7.13,15
4622,137,15.07.2019,New Japan Pro Wrestling,Jay White vs. Tomohiro Ishii,****1/2,Singles,9.02,169
4623,139,15.07.2019,New Japan Pro Wrestling,Taichi vs. Tetsuya Naito,,Singles,7.23,107
4624,141,14.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Zack Sabre Jr.,****1/2,Singles,7.98,152
4625,143,14.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. KENTA,****1/2,Singles,8.43,171
4626,145,14.07.2019,World Wrestling Entertainment,AJ Styles vs. Ricochet,***3/4,Singles,7.54,96
4627,147,14.07.2019,World Wrestling Entertainment,Big E & Xavier Woods vs. Daniel Bryan & Rowan vs. Otis & Tucker ,****,Triple Threat,7.62,70
4628,149,14.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,***1/2,Tag Team,6.31,47
4629,151,13.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Shingo Takagi,****1/4,Singles,8.08,163
4630,153,13.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Jay White,****1/4,Singles,7.75,150
4631,155,13.07.2019,All Elite Wrestling,"Darby Allin, Jimmy Havoc & Joey Janela vs. Maxwell Jacob Friedman, Sammy Guevara & Shawn Spears",***,Six Man Tag Team,7.21,109
4632,157,13.07.2019,All Elite Wrestling,Angelico & Jack Evans vs. Evil Uno & Stu Grayson vs. Jungle Boy  & Luchasaurus,***1/2,Three Way Tag Team,7.31,100
4633,159,13.07.2019,EVOLVE Wrestling,Adam Cole vs. Akira Tozawa,***1/2,Singles,6.73,32
4634,161,13.07.2019,EVOLVE Wrestling,Austin Theory vs. JD Drake,***1/4,Singles,8.12,25
4635,163,12.07.2019,3-2-1 BATTLE!,Daniel Makabe vs. Timothy Thatcher,,Singles,7.64,10
4636,165,07.07.2019,Tokyo Joshi Pro,Mizuki vs. Yuna Manase,,Singles,7.77,12
4637,167,07.07.2019,Impact Wrestling,Jake Crist vs. TJP vs. Trey  vs. Willie Mack,***,Four Way,6.64,46
4638,169,07.07.2019,Impact Wrestling,Havok     vs. Rosemary vs. Su Yung vs. Taya Valkyrie,***1/4,Monsters Ball Four Way,7.58,52
4639,171,07.07.2019,Impact Wrestling,Brian Cage vs. Michael Elgin,****1/4,Singles,8.50,69
4640,173,06.07.2019,PROGRESS Wrestling,Ilja Dragunov vs. Jordan Devlin,,Singles,8.47,18
4641,175,06.07.2019,New Japan Pro Wrestling,Lance Archer vs. Will Ospreay,****1/2,Singles,8.45,214
4642,177,06.07.2019,New Japan Pro Wrestling,KENTA vs. Kota Ibushi,****1/4,Singles,7.68,207
4643,179,05.07.2019,Riptide Wrestling,Cara Noir vs. PAC,,Singles,8.26,18
4644,181,30.06.2019,All Japan Pro Wrestling,Kento Miyahara vs. Yoshitatsu,,Singles,8.92,37
4645,183,29.06.2019,Ring Of Honor,"Bandido  , Mark Haskins & Tracy Williams vs. Brody King, Marty Scurll & PCO",,Street Fight, , 
4646,185,29.06.2019,EVOLVE Wrestling,Anthony Henry vs. Roderick Strong,,Singles,7.00,8
4647,187,29.06.2019,All Elite Wrestling,"Kenny Omega, Matt Jackson & Nick Jackson vs. Laredo Kid, Pentagon Jr. & Rey Fenix  ",****1/2,Six Man Tag Team,8.15,174
4648,189,29.06.2019,All Elite Wrestling,Cody  vs. Darby Allin,***3/4,Singles,7.38,163
4649,191,29.06.2019,All Elite Wrestling,Chuck Taylor & Trent vs. Frankie Kazarian & Scorpio Sky vs. Isiah Kassidy & Marq Quen,***3/4,Three Way,7.28,63
4650,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
4651,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
4652,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
4653,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
4654,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
4655,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
4656,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
4657,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
4658,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
4659,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
4660,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
4661,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
4662,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
4663,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
4664,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
4665,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
4666,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
4667,128,17.07.2019,All Japan Pro Wrestling,Kento Miyahara & Yuma Aoyagi vs. Dylan James & Zeus ,****,Tag Team, , 
4668,130,17.07.2019,All Japan Pro Wrestling,Banana Senga & Tsutomu Oosugi vs. Hikaru Sato & Yusuke Okada,***3/4,Tag Team, , 
4669,132,15.07.2019,Dramatic Dream Team,Akito vs. ASUKA,,IPPON Fluorescent Lighttube Death,8.42,49
4670,134,15.07.2019,Dramatic Dream Team,"Mizuki Watase, Shunma Katsumata & Yuki Ino vs. Naomi Yoshimura, Nobuhiro Shimatani & Yuki Ueno",,Six Man Tag Team,6.43,13
4671,136,15.07.2019,Dramatic Dream Team,Konosuke Takeshita vs. Tetsuya Endo,****1/2,Singles,9.56,81
4672,138,15.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Juice Robinson,***1/4,Singles,6.81,95
4673,140,14.07.2019,New Japan Pro Wrestling,SANADA vs. Will Ospreay,****3/4,Singles,8.04,147
4674,142,14.07.2019,New Japan Pro Wrestling,EVIL vs. Kota Ibushi,****3/4,Singles,7.79,127
4675,144,14.07.2019,New Japan Pro Wrestling,Bad Luck Fale vs. Lance Archer,***,Singles,5.60,111
4676,146,14.07.2019,World Wrestling Entertainment,Aleister Black vs. Cesaro,***3/4,Singles,7.71,107
4677,148,14.07.2019,World Wrestling Entertainment,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,****,No Holds Barred,6.68,56
4678,150,14.07.2019,World Wrestling Entertainment,Bobby Lashley vs. Braun Strowman,***3/4,Last Man Standing,6.77,46
4679,152,13.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Tomohiro Ishii,****1/2,Singles,8.33,176
4680,154,13.07.2019,All Elite Wrestling,CIMA vs. Kenny Omega,****1/2,Singles,8.39,156
4681,156,13.07.2019,All Elite Wrestling,Cody  & Dustin Rhodes vs. Matt Jackson & Nick Jackson,****,Tag Team,6.37,113
4682,158,13.07.2019,All Elite Wrestling,Frankie Kazarian & Scorpio Sky vs. Pentagon Jr. & Rey Fenix  ,***3/4,Tag Team,7.20,101
4683,160,13.07.2019,EVOLVE Wrestling,Drew Gulak vs. Matt Riddle,****1/4,Singles,8.22,35
4684,162,13.07.2019,New Japan Pro Wrestling,"Clark Connors, KENTA & Karl Fredericks vs. Hiroshi Tanahashi, Ren Narita & Shota Umino",***1/2,Six Man Tag Team,6.69,15
4685,164,07.07.2019,PROGRESS Wrestling,Paul Robinson vs. Trent Seven,,Singles, , 
4686,166,07.07.2019,PROGRESS Wrestling,Ilja Dragunov vs. WALTER,,Singles,7.86,13
4687,168,07.07.2019,Impact Wrestling,Eddie Edwards vs. Killer Kross,,First Blood,6.11,44
4688,170,07.07.2019,Impact Wrestling,Johnny Impact vs. Rich Swann,****,Singles,7.57,55
4689,172,07.07.2019,Impact Wrestling,Sami Callihan vs. Tessa Blanchard,****1/4,Singles,8.43,79
4690,174,06.07.2019,Major League Wrestling,Brian Pillman Jr. & Teddy Hart vs. MJF & Richard Holliday,,Ladder,6.83,5
4691,176,06.07.2019,New Japan Pro Wrestling,SANADA vs. Zack Sabre Jr.,****1/4,Singles,8.15,183
4692,178,06.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kazuchika Okada,****1/2,Singles,8.72,208
4693,180,30.06.2019,All Japan Pro Wrestling,Odinson & Parrow vs. Shuji Ishikawa & Suwama,,Tag Team,8.24,32
4694,182,30.06.2019,PROGRESS Wrestling,David Starr & The OJMO vs. Shigehiro Irie & WALTER,,Tag Team,7.50,9
4695,184,29.06.2019,Ring Of Honor,Dragon Lee   & Rush    vs. Jay Briscoe & Mark Briscoe,,Tag Team, , 
